"","id","clicks","cond","week"
"261775",886804,46,"A",7
"261779",130606,31,"A",7
"261782",567927,13,"B",7
"261784",760494,15,"B",7
"261786",304097,28,"B",7
"261788",180400,8,"B",7
"261789",794687,25,"A",7
"261790",416540,17,"B",7
"261791",565518,31,"A",7
"261792",574890,18,"B",7
"261793",502455,15,"A",7
"261796",941487,22,"B",7
"261798",835244,3,"B",7
"261803",401217,13,"A",7
"261805",228606,30,"A",7
"261806",251944,4,"B",7
"261807",402719,8,"A",7
"261808",122688,29,"B",7
"261809",955051,16,"A",7
"261811",916572,22,"A",7
"261812",529620,14,"B",7
"261813",913274,16,"A",7
"261816",457356,22,"B",7
"261817",868740,11,"A",7
"261820",808646,8,"B",7
"261822",252916,48,"B",7
"261823",299735,11,"A",7
"261825",887868,16,"A",7
"261828",543630,2,"B",7
"261830",733259,13,"B",7
"261833",413527,40,"A",7
"261834",969267,23,"B",7
"261835",557869,27,"A",7
"261840",833273,23,"B",7
"261841",262063,38,"A",7
"261842",662257,1,"B",7
"261843",947312,2,"A",7
"261844",294987,27,"B",7
"261845",577556,7,"A",7
"261848",319884,51,"B",7
"261849",760216,21,"A",7
"261850",161375,6,"B",7
"261851",607879,12,"A",7
"261856",260446,13,"B",7
"261857",735876,67,"A",7
"261859",127313,13,"A",7
"261861",406460,18,"A",7
"261862",177867,17,"B",7
"261863",456152,7,"A",7
"261865",741469,15,"A",7
"261871",892118,16,"A",7
"261875",578126,42,"A",7
"261877",240681,20,"A",7
"261882",707146,5,"B",7
"261885",671403,11,"A",7
"261888",348986,38,"B",7
"261890",828981,7,"B",7
"261891",868061,21,"A",7
"261894",940309,39,"B",7
"261895",286767,1,"A",7
"261896",960104,22,"B",7
"261900",927638,4,"B",7
"261901",387225,23,"A",7
"261902",852325,15,"B",7
"261903",209066,14,"A",7
"261904",915546,19,"B",7
"261905",915304,14,"A",7
"261906",683099,13,"B",7
"261909",308843,23,"A",7
"261911",372407,23,"A",7
"261913",949587,41,"A",7
"261914",353477,9,"B",7
"261915",912516,14,"A",7
"261916",863860,7,"B",7
"261920",475897,36,"B",7
"261921",903145,29,"A",7
"261922",342838,56,"B",7
"261924",281189,23,"B",7
"261930",839979,10,"B",7
"261934",228824,8,"B",7
"261935",918245,8,"A",7
"261937",721108,7,"A",7
"261938",558185,3,"B",7
"261940",758468,1,"B",7
"261941",306678,29,"A",7
"261942",672593,42,"B",7
"261943",672861,22,"A",7
"261945",640616,30,"A",7
"261946",940692,6,"B",7
"261951",950336,29,"A",7
"261953",712495,20,"A",7
"261955",267944,23,"A",7
"261956",568684,4,"B",7
"261960",211251,13,"B",7
"261962",707369,16,"B",7
"261964",702132,14,"B",7
"261967",235990,5,"A",7
"261969",829866,26,"A",7
"261970",655536,7,"B",7
"261971",168275,43,"A",7
"261972",760988,49,"B",7
"261974",129485,25,"B",7
"261976",641237,9,"B",7
"261977",139287,5,"A",7
"261980",244409,52,"B",7
"261983",226760,15,"A",7
"261984",574903,1,"B",7
"261986",900429,1,"B",7
"261987",722887,18,"A",7
"261988",888622,7,"B",7
"261989",226249,41,"A",7
"261993",427998,29,"A",7
"261996",953666,4,"B",7
"261998",972844,20,"B",7
"262001",393349,14,"A",7
"262004",846528,11,"B",7
"262007",577666,11,"A",7
"262011",502908,34,"A",7
"262014",923166,52,"B",7
"262016",563447,5,"B",7
"262017",290646,30,"A",7
"262018",368066,8,"B",7
"262020",392826,32,"B",7
"262022",285044,41,"B",7
"262030",616015,12,"B",7
"262031",717126,42,"A",7
"262032",797358,9,"B",7
"262034",613283,7,"B",7
"262036",836052,6,"B",7
"262037",427858,11,"A",7
"262038",524615,26,"B",7
"262044",131056,30,"B",7
"262049",821066,13,"A",7
"262051",701755,15,"A",7
"262052",282384,9,"B",7
"262055",547511,68,"A",7
"262056",264015,7,"B",7
"262057",919803,37,"A",7
"262058",607372,20,"B",7
"262059",622562,12,"A",7
"262060",396324,25,"B",7
"262064",421134,31,"B",7
"262067",566168,37,"A",7
"262068",890803,10,"B",7
"262069",703918,23,"A",7
"262072",316870,27,"B",7
"262073",612205,22,"A",7
"262074",775713,1,"B",7
"262078",400396,3,"B",7
"262079",930101,2,"A",7
"262081",716836,19,"A",7
"262082",680538,12,"B",7
"262083",301810,23,"A",7
"262085",705890,42,"A",7
"262090",468315,20,"B",7
"262095",200640,9,"A",7
"262097",363420,26,"A",7
"262098",897815,40,"B",7
"262100",943009,26,"B",7
"262102",505102,6,"B",7
"262104",968372,2,"B",7
"262106",405698,19,"B",7
"262109",727197,47,"A",7
"262110",594934,20,"B",7
"262112",342616,7,"B",7
"262113",135277,34,"A",7
"262114",699918,1,"B",7
"262117",160781,27,"A",7
"262118",735702,13,"B",7
"262122",532481,9,"B",7
"262124",506278,10,"B",7
"262125",761209,5,"A",7
"262126",305596,6,"B",7
"262127",734903,2,"A",7
"262130",769762,10,"B",7
"262131",607163,9,"A",7
"262132",475917,11,"B",7
"262133",399665,6,"A",7
"262134",562103,33,"B",7
"262137",595981,9,"A",7
"262142",895431,65,"B",7
"262143",315649,38,"A",7
"262146",212634,51,"B",7
"262147",633552,3,"A",7
"262151",687884,6,"A",7
"262152",562105,34,"B",7
"262153",374237,50,"A",7
"262156",570627,33,"B",7
"262159",219165,29,"A",7
"262162",498461,8,"B",7
"262163",851567,16,"A",7
"262165",559117,31,"A",7
"262166",556766,17,"B",7
"262168",893143,33,"B",7
"262171",685712,42,"A",7
"262173",526854,12,"A",7
"262174",379003,29,"B",7
"262176",266987,29,"B",7
"262178",280526,5,"B",7
"262179",704051,14,"A",7
"262181",578402,38,"A",7
"262182",198543,53,"B",7
"262183",200335,37,"A",7
"262184",521094,74,"B",7
"262187",422749,5,"A",7
"262190",329748,52,"B",7
"262194",655576,6,"B",7
"262195",675299,27,"A",7
"262198",508720,52,"B",7
"262205",987513,26,"A",7
"262207",576826,27,"A",7
"262209",351400,39,"A",7
"262213",676821,15,"A",7
"262214",744841,5,"B",7
"262215",547027,34,"A",7
"262216",591199,63,"B",7
"262218",456010,32,"B",7
"262230",439349,6,"B",7
"262231",879491,43,"A",7
"262233",941106,37,"A",7
"262234",528601,18,"B",7
"262236",825189,24,"B",7
"262237",855915,9,"A",7
"262238",682191,19,"B",7
"262239",447858,18,"A",7
"262240",840562,28,"B",7
"262242",594604,10,"B",7
"262243",277610,39,"A",7
"262244",138451,17,"B",7
"262247",537478,36,"A",7
"262250",652527,15,"B",7
"262254",529502,27,"B",7
"262258",882839,9,"B",7
"262260",541301,35,"B",7
"262262",931098,17,"B",7
"262263",887402,29,"A",7
"262264",986487,60,"B",7
"262266",153378,21,"B",7
"262267",446836,18,"A",7
"262269",982272,27,"A",7
"262271",911750,11,"A",7
"262272",850475,27,"B",7
"262273",739477,64,"A",7
"262274",436373,24,"B",7
"262275",866876,40,"A",7
"262276",899158,8,"B",7
"262279",754850,2,"A",7
"262280",332419,10,"B",7
"262281",746451,42,"A",7
"262282",476313,5,"B",7
"262283",248973,23,"A",7
"262284",875391,19,"B",7
"262286",298546,14,"B",7
"262289",929184,44,"A",7
"262291",208055,4,"A",7
"262294",304742,24,"B",7
"262295",128053,3,"A",7
"262297",179151,16,"A",7
"262300",300309,8,"B",7
"262301",333930,7,"A",7
"262302",307216,17,"B",7
"262303",343782,3,"A",7
"262306",526626,11,"B",7
"262308",738260,51,"B",7
"262310",359437,11,"B",7
"262312",513119,18,"B",7
"262313",595030,38,"A",7
"262314",824471,25,"B",7
"262315",933605,22,"A",7
"262316",224611,5,"B",7
"262319",146816,29,"A",7
"262322",272494,38,"B",7
"262324",897880,17,"B",7
"262325",635523,3,"A",7
"262326",375921,2,"B",7
"262327",849869,30,"A",7
"262328",535513,20,"B",7
"262329",361609,37,"A",7
"262330",416361,3,"B",7
"262331",849554,18,"A",7
"262335",996160,3,"A",7
"262337",932063,31,"A",7
"262338",286931,2,"B",7
"262339",222912,42,"A",7
"262341",655723,23,"A",7
"262342",847969,6,"B",7
"262343",257325,70,"A",7
"262344",535330,12,"B",7
"262345",271287,46,"A",7
"262347",641926,26,"A",7
"262349",160040,30,"A",7
"262350",491073,9,"B",7
"262352",817759,50,"B",7
"262355",477502,40,"A",7
"262356",654540,7,"B",7
"262360",982295,8,"B",7
"262361",326460,29,"A",7
"262362",309007,33,"B",7
"262363",367782,8,"A",7
"262365",546200,16,"A",7
"262367",911350,5,"A",7
"262368",990687,2,"B",7
"262369",661764,27,"A",7
"262370",344314,8,"B",7
"262372",537806,6,"B",7
"262374",247308,2,"B",7
"262375",784020,39,"A",7
"262378",763621,6,"B",7
"262380",543734,34,"B",7
"262381",793807,34,"A",7
"262382",238473,7,"B",7
"262383",920168,21,"A",7
"262384",445890,8,"B",7
"262387",196849,15,"A",7
"262388",588211,30,"B",7
"262389",552244,27,"A",7
"262390",164026,44,"B",7
"262391",462477,5,"A",7
"262393",307256,12,"A",7
"262394",306453,18,"B",7
"262396",331043,27,"B",7
"262398",342683,4,"B",7
"262399",379625,7,"A",7
"262400",308000,9,"B",7
"262401",325119,1,"A",7
"262404",809937,7,"B",7
"262406",296360,34,"B",7
"262408",190937,52,"B",7
"262410",261757,1,"B",7
"262411",263689,8,"A",7
"262413",914467,19,"A",7
"262414",341407,20,"B",7
"262416",623409,25,"B",7
"262420",358448,1,"B",7
"262421",898706,5,"A",7
"262422",480110,40,"B",7
"262423",430773,29,"A",7
"262424",479652,4,"B",7
"262426",606184,8,"B",7
"262427",831550,20,"A",7
"262429",220487,4,"A",7
"262430",959732,14,"B",7
"262432",241649,23,"B",7
"262436",603798,47,"B",7
"262438",622914,21,"B",7
"262439",989269,2,"A",7
"262440",707570,19,"B",7
"262443",832740,2,"A",7
"262444",521778,8,"B",7
"262448",611075,19,"B",7
"262449",977123,23,"A",7
"262450",694211,46,"B",7
"262451",836161,28,"A",7
"262452",715757,25,"B",7
"262455",689076,12,"A",7
"262457",247292,26,"A",7
"262461",997012,25,"A",7
"262462",249273,43,"B",7
"262463",584896,14,"A",7
"262465",754208,29,"A",7
"262466",246609,30,"B",7
"262472",298881,22,"B",7
"262473",515739,31,"A",7
"262474",429086,8,"B",7
"262476",156416,34,"B",7
"262477",602665,12,"A",7
"262479",152385,1,"A",7
"262480",458014,41,"B",7
"262481",639690,5,"A",7
"262482",976491,8,"B",7
"262483",558856,3,"A",7
"262484",441437,12,"B",7
"262485",989651,9,"A",7
"262486",308495,22,"B",7
"262487",866103,9,"A",7
"262490",264075,12,"B",7
"262494",936085,26,"B",7
"262497",231433,5,"A",7
"262498",941943,42,"B",7
"262499",547571,44,"A",7
"262501",509147,3,"A",7
"262503",611684,18,"A",7
"262504",145800,11,"B",7
"262506",458532,13,"B",7
"262507",960365,20,"A",7
"262508",552330,7,"B",7
"262509",458633,9,"A",7
"262511",726419,3,"A",7
"262513",982399,6,"A",7
"262514",993800,6,"B",7
"262515",128251,31,"A",7
"262516",886364,16,"B",7
"262517",479846,45,"A",7
"262519",330336,22,"A",7
"262521",281239,21,"A",7
"262523",947593,25,"A",7
"262524",354906,5,"B",7
"262528",511378,11,"B",7
"262530",494522,2,"B",7
"262531",205567,3,"A",7
"262532",493761,17,"B",7
"262533",283960,26,"A",7
"262534",749930,28,"B",7
"262536",891499,4,"B",7
"262537",275606,3,"A",7
"262538",452230,5,"B",7
"262539",527357,30,"A",7
"262545",333714,23,"A",7
"262547",575256,40,"A",7
"262550",794917,16,"B",7
"262551",517360,13,"A",7
"262552",663002,26,"B",7
"262555",989311,31,"A",7
"262557",687091,28,"A",7
"262560",290180,19,"B",7
"262561",393102,18,"A",7
"262562",641737,36,"B",7
"262563",784281,26,"A",7
"262568",716165,4,"B",7
"262570",938960,60,"B",7
"262571",324167,29,"A",7
"262572",455146,1,"B",7
"262573",200720,26,"A",7
"262574",141404,8,"B",7
"262575",988581,38,"A",7
"262577",803327,18,"A",7
"262579",393318,33,"A",7
"262582",932527,5,"B",7
"262584",611316,65,"B",7
"262585",618896,8,"A",7
"262589",205571,16,"A",7
"262590",386958,2,"B",7
"262591",504891,28,"A",7
"262593",209262,9,"A",7
"262596",529148,33,"B",7
"262597",687084,13,"A",7
"262598",237587,28,"B",7
"262601",224568,27,"A",7
"262605",379464,8,"A",7
"262608",863525,28,"B",7
"262612",311097,11,"B",7
"262613",970758,3,"A",7
"262617",385606,22,"A",7
"262619",443631,10,"A",7
"262620",809460,9,"B",7
"262621",486573,42,"A",7
"262622",516102,12,"B",7
"262623",299868,9,"A",7
"262624",965512,35,"B",7
"262627",767944,26,"A",7
"262629",739956,23,"A",7
"262630",544161,32,"B",7
"262632",560763,47,"B",7
"262633",460585,4,"A",7
"262634",419647,16,"B",7
"262635",271544,15,"A",7
"262637",783815,22,"A",7
"262638",560525,26,"B",7
"262642",247424,20,"B",7
"262643",506132,32,"A",7
"262644",512733,35,"B",7
"262645",891571,36,"A",7
"262647",525751,26,"A",7
"262648",133582,2,"B",7
"262649",320640,20,"A",7
"262651",948761,1,"A",7
"262652",710743,9,"B",7
"262653",339399,17,"A",7
"262655",353616,27,"A",7
"262656",810486,10,"B",7
"262658",260494,13,"B",7
"262661",941076,44,"A",7
"262662",447248,7,"B",7
"262664",414997,14,"B",7
"262666",493636,21,"B",7
"262667",963894,27,"A",7
"262668",572577,5,"B",7
"262671",299959,4,"A",7
"262672",862596,25,"B",7
"262674",596290,2,"B",7
"262677",932409,23,"A",7
"262678",462766,23,"B",7
"262679",297842,30,"A",7
"262681",359168,6,"A",7
"262682",340056,2,"B",7
"262683",923366,2,"A",7
"262685",864116,46,"A",7
"262687",476476,27,"A",7
"262688",772029,48,"B",7
"262691",658186,38,"A",7
"262693",279720,26,"A",7
"262694",153044,20,"B",7
"262695",618292,26,"A",7
"262698",357563,13,"B",7
"262699",225879,21,"A",7
"262700",241617,4,"B",7
"262703",675678,28,"A",7
"262704",171563,32,"B",7
"262705",457040,23,"A",7
"262706",934816,4,"B",7
"262707",819084,11,"A",7
"262709",148890,27,"A",7
"262710",228388,31,"B",7
"262711",994198,16,"A",7
"262712",545417,10,"B",7
"262713",157163,12,"A",7
"262716",454742,6,"B",7
"262717",133204,11,"A",7
"262721",362288,43,"A",7
"262722",521953,63,"B",7
"262724",296068,13,"B",7
"262725",554903,14,"A",7
"262730",799392,6,"B",7
"262733",874105,21,"A",7
"262735",205603,15,"A",7
"262736",956650,29,"B",7
"262741",996870,2,"A",7
"262742",559775,25,"B",7
"262743",614334,20,"A",7
"262744",235914,31,"B",7
"262745",346222,58,"A",7
"262750",904574,5,"B",7
"262752",294931,41,"B",7
"262758",465937,35,"B",7
"262759",253453,32,"A",7
"262760",650989,23,"B",7
"262762",162091,8,"B",7
"262763",414019,21,"A",7
"262764",403435,4,"B",7
"262765",267280,62,"A",7
"262768",961851,29,"B",7
"262769",733266,40,"A",7
"262770",353415,4,"B",7
"262771",507393,3,"A",7
"262773",269166,45,"A",7
"262775",551823,37,"A",7
"262776",301347,25,"B",7
"262778",261560,2,"B",7
"262779",447702,36,"A",7
"262780",685634,3,"B",7
"262783",922566,11,"A",7
"262786",940709,13,"B",7
"262788",473473,19,"B",7
"262789",493690,3,"A",7
"262790",943900,24,"B",7
"262791",346224,35,"A",7
"262793",605703,3,"A",7
"262794",584540,60,"B",7
"262795",645970,8,"A",7
"262797",361594,3,"A",7
"262798",386817,19,"B",7
"262799",320800,18,"A",7
"262801",141244,14,"A",7
"262802",388103,28,"B",7
"262805",611942,47,"A",7
"262809",488262,61,"A",7
"262810",771006,26,"B",7
"262812",700714,5,"B",7
"262813",651357,25,"A",7
"262814",896374,71,"B",7
"262815",731081,30,"A",7
"262816",312925,21,"B",7
"262817",765957,55,"A",7
"262818",975847,12,"B",7
"262819",872449,4,"A",7
"262821",265343,9,"A",7
"262822",582635,20,"B",7
"262823",542764,51,"A",7
"262830",299708,5,"B",7
"262832",869947,15,"B",7
"262833",571078,22,"A",7
"262834",190494,1,"B",7
"262835",576354,27,"A",7
"262838",602470,21,"B",7
"262840",728815,20,"B",7
"262848",595139,20,"B",7
"262850",591604,3,"B",7
"262852",788385,12,"B",7
"262853",498796,51,"A",7
"262855",161320,14,"A",7
"262858",812691,32,"B",7
"262861",773522,20,"A",7
"262863",159915,15,"A",7
"262865",165211,20,"A",7
"262869",873540,34,"A",7
"262874",434460,13,"B",7
"262875",379065,22,"A",7
"262876",609642,2,"B",7
"262878",793181,31,"B",7
"262880",294129,28,"B",7
"262881",426499,2,"A",7
"262882",336277,14,"B",7
"262885",714073,5,"A",7
"262888",992663,13,"B",7
"262892",614859,10,"B",7
"262893",955904,25,"A",7
"262894",825392,30,"B",7
"262896",338873,36,"B",7
"262898",339078,4,"B",7
"262901",930466,16,"A",7
"262905",575248,1,"A",7
"262906",770750,2,"B",7
"262909",837849,12,"A",7
"262911",892024,4,"A",7
"262913",429051,12,"A",7
"262914",131349,12,"B",7
"262915",182112,15,"A",7
"262916",125074,52,"B",7
"262917",326187,19,"A",7
"262919",330785,18,"A",7
"262920",734733,14,"B",7
"262923",271466,60,"A",7
"262924",941538,13,"B",7
"262925",692439,1,"A",7
"262926",767541,23,"B",7
"262928",899260,19,"B",7
"262933",768078,17,"A",7
"262936",402220,7,"B",7
"262937",588841,8,"A",7
"262940",957796,2,"B",7
"262941",859803,23,"A",7
"262944",509503,31,"B",7
"262946",246953,9,"B",7
"262948",974748,5,"B",7
"262950",844550,15,"B",7
"262952",533937,18,"B",7
"262954",720470,14,"B",7
"262955",448921,8,"A",7
"262956",572598,17,"B",7
"262962",526553,5,"B",7
"262966",620782,37,"B",7
"262967",914476,17,"A",7
"262969",472336,11,"A",7
"262972",986911,11,"B",7
"262973",722068,2,"A",7
"262974",339937,27,"B",7
"262976",130533,4,"B",7
"262979",911646,21,"A",7
"262981",324462,7,"A",7
"262982",927812,36,"B",7
"262985",597354,28,"A",7
"262987",987024,17,"A",7
"262990",223601,35,"B",7
"262991",822430,23,"A",7
"262995",439901,51,"A",7
"262996",875054,10,"B",7
"262999",251346,45,"A",7
"263000",620672,41,"B",7
"263004",616638,10,"B",7
"263005",481569,19,"A",7
"263006",272911,36,"B",7
"263007",404585,23,"A",7
"263009",544413,8,"A",7
"263011",162652,32,"A",7
"263012",988011,2,"B",7
"263013",201635,7,"A",7
"263015",854504,5,"A",7
"263019",843713,69,"A",7
"263021",893495,27,"A",7
"263025",194212,5,"A",7
"263029",792477,18,"A",7
"263030",958746,6,"B",7
"263031",633005,45,"A",7
"263034",614626,10,"B",7
"263035",582595,12,"A",7
"263037",319061,48,"A",7
"263042",420946,14,"B",7
"263051",463695,2,"A",7
"263052",267818,63,"B",7
"263053",456552,3,"A",7
"263056",586175,32,"B",7
"263059",158243,40,"A",7
"263060",282073,23,"B",7
"263061",489097,15,"A",7
"263062",462951,9,"B",7
"263063",852800,10,"A",7
"263065",245211,4,"A",7
"263067",815407,7,"A",7
"263068",652573,5,"B",7
"263071",819904,28,"A",7
"263072",128428,21,"B",7
"263074",172110,4,"B",7
"263076",375840,45,"B",7
"263077",776117,23,"A",7
"263079",883146,6,"A",7
"263081",712443,73,"A",7
"263087",306836,25,"A",7
"263089",167617,1,"A",7
"263091",174838,11,"A",7
"263092",846806,26,"B",7
"263093",452096,28,"A",7
"263094",290904,10,"B",7
"263095",392937,22,"A",7
"263098",778312,6,"B",7
"263099",723726,16,"A",7
"263101",555298,25,"A",7
"263102",245540,13,"B",7
"263103",478225,23,"A",7
"263105",862353,8,"A",7
"263106",383197,8,"B",7
"263107",744720,5,"A",7
"263111",851753,24,"A",7
"263114",494124,7,"B",7
"263115",605098,23,"A",7
"263116",986142,10,"B",7
"263118",151308,7,"B",7
"263119",881684,16,"A",7
"263121",546406,28,"A",7
"263123",295168,12,"A",7
"263124",222427,31,"B",7
"263126",598810,41,"B",7
"263127",383344,34,"A",7
"263130",575964,8,"B",7
"263134",971133,4,"B",7
"263136",983557,25,"B",7
"263137",573161,2,"A",7
"263138",646321,3,"B",7
"263140",227793,9,"B",7
"263142",990770,47,"B",7
"263146",985111,31,"B",7
"263147",877259,22,"A",7
"263150",882166,12,"B",7
"263152",448314,36,"B",7
"263153",380179,42,"A",7
"263155",685412,10,"A",7
"263158",635315,16,"B",7
"263160",955817,47,"B",7
"263161",776562,6,"A",7
"263164",696359,19,"B",7
"263166",955091,11,"B",7
"263167",242711,15,"A",7
"263168",682024,17,"B",7
"263169",822280,16,"A",7
"263170",883438,12,"B",7
"263171",851759,37,"A",7
"263172",266928,56,"B",7
"263176",703413,11,"B",7
"263177",905115,18,"A",7
"263179",398915,5,"A",7
"263180",151145,36,"B",7
"263184",442486,39,"B",7
"263187",924053,43,"A",7
"263189",924176,12,"A",7
"263191",341007,4,"A",7
"263192",172778,15,"B",7
"263194",791434,14,"B",7
"263195",969209,16,"A",7
"263197",128401,10,"A",7
"263198",913510,27,"B",7
"263202",153168,18,"B",7
"263204",504913,25,"B",7
"263206",635535,21,"B",7
"263207",759638,42,"A",7
"263209",598480,54,"A",7
"263212",128857,47,"B",7
"263216",763169,3,"B",7
"263219",951805,49,"A",7
"263221",358382,8,"A",7
"263224",246277,7,"B",7
"263226",353250,35,"B",7
"263229",730184,23,"A",7
"263230",495596,8,"B",7
"263231",271299,6,"A",7
"263234",806365,26,"B",7
"263235",905768,21,"A",7
"263237",943064,52,"A",7
"263239",758303,10,"A",7
"263240",472364,37,"B",7
"263241",792837,6,"A",7
"263242",425800,41,"B",7
"263244",994910,44,"B",7
"263245",928911,10,"A",7
"263250",319031,29,"B",7
"263251",627766,30,"A",7
"263252",140605,8,"B",7
"263253",685129,53,"A",7
"263254",799988,7,"B",7
"263255",132419,9,"A",7
"263256",307130,4,"B",7
"263259",334681,8,"A",7
"263260",821918,4,"B",7
"263261",956926,34,"A",7
"263262",778692,20,"B",7
"263263",281168,4,"A",7
"263264",649947,13,"B",7
"263266",131789,12,"B",7
"263268",902316,6,"B",7
"263269",125028,6,"A",7
"263270",146993,6,"B",7
"263271",546953,22,"A",7
"263273",641710,35,"A",7
"263274",183542,39,"B",7
"263277",834579,6,"A",7
"263281",747190,2,"A",7
"263282",886435,36,"B",7
"263283",903793,16,"A",7
"263294",401272,31,"B",7
"263296",362129,24,"B",7
"263297",877084,8,"A",7
"263299",667206,45,"A",7
"263302",373121,22,"B",7
"263303",735369,5,"A",7
"263307",760887,23,"A",7
"263308",350550,16,"B",7
"263309",987090,7,"A",7
"263310",968847,17,"B",7
"263311",852454,26,"A",7
"263312",132779,3,"B",7
"263316",584307,13,"B",7
"263324",451692,1,"B",7
"263326",912734,7,"B",7
"263327",733869,59,"A",7
"263330",211394,12,"B",7
"263333",170196,15,"A",7
"263334",305956,14,"B",7
"263337",837167,33,"A",7
"263340",654232,29,"B",7
"263343",632558,19,"A",7
"263345",529136,5,"A",7
"263346",360167,1,"B",7
"263347",872158,20,"A",7
"263348",340507,12,"B",7
"263349",400673,17,"A",7
"263350",787404,44,"B",7
"263351",156984,30,"A",7
"263352",182143,3,"B",7
"263353",896122,37,"A",7
"263356",208113,12,"B",7
"263357",144314,19,"A",7
"263359",743244,22,"A",7
"263362",765327,19,"B",7
"263363",356773,24,"A",7
"263364",356755,19,"B",7
"263367",848936,25,"A",7
"263368",699786,11,"B",7
"263372",709185,22,"B",7
"263374",382854,14,"B",7
"263375",365313,15,"A",7
"263378",246133,17,"B",7
"263380",450055,19,"B",7
"263381",972032,33,"A",7
"263386",607827,6,"B",7
"263388",818213,35,"B",7
"263390",357757,20,"B",7
"263391",512786,38,"A",7
"263392",731849,71,"B",7
"263394",278938,8,"B",7
"263398",788137,32,"B",7
"263399",989282,11,"A",7
"263402",186263,1,"B",7
"263405",388611,18,"A",7
"263407",798382,24,"A",7
"263408",671531,8,"B",7
"263410",803788,27,"B",7
"263411",976427,4,"A",7
"263413",926728,66,"A",7
"263415",862870,10,"A",7
"263416",780600,13,"B",7
"263418",651919,19,"B",7
"263420",147993,18,"B",7
"263421",911818,16,"A",7
"263422",161659,33,"B",7
"263423",495195,19,"A",7
"263424",227513,55,"B",7
"263425",932190,30,"A",7
"263426",351142,8,"B",7
"263427",696819,25,"A",7
"263428",747542,6,"B",7
"263429",641787,48,"A",7
"263430",284564,13,"B",7
"263434",135983,14,"B",7
"263435",700704,16,"A",7
"263437",912211,16,"A",7
"263439",830482,15,"A",7
"263441",543058,18,"A",7
"263443",901823,11,"A",7
"263444",581312,12,"B",7
"263445",368734,15,"A",7
"263446",249306,6,"B",7
"263449",782084,50,"A",7
"263450",478015,21,"B",7
"263451",828922,2,"A",7
"263455",976594,20,"A",7
"263456",979727,28,"B",7
"263457",446200,37,"A",7
"263461",140143,27,"A",7
"263465",973371,9,"A",7
"263467",860790,1,"A",7
"263469",500689,31,"A",7
"263470",591520,19,"B",7
"263472",223479,32,"B",7
"263473",774696,23,"A",7
"263475",626867,12,"A",7
"263477",284327,4,"A",7
"263478",310754,6,"B",7
"263480",296054,7,"B",7
"263482",532377,7,"B",7
"263483",287501,28,"A",7
"263486",531440,8,"B",7
"263488",128141,42,"B",7
"263490",775854,22,"B",7
"263494",579346,5,"B",7
"263497",313309,4,"A",7
"263501",615832,47,"A",7
"263504",683941,7,"B",7
"263505",447402,16,"A",7
"263506",129687,3,"B",7
"263507",386986,35,"A",7
"263508",519639,25,"B",7
"263509",224683,10,"A",7
"263510",880552,13,"B",7
"263512",925766,16,"B",7
"263515",407808,17,"A",7
"263516",298101,2,"B",7
"263518",131987,16,"B",7
"263519",732237,3,"A",7
"263520",787163,32,"B",7
"263523",129279,14,"A",7
"263528",129911,30,"B",7
"263531",822566,8,"A",7
"263532",496423,3,"B",7
"263535",309641,32,"A",7
"263540",141221,11,"B",7
"263543",851464,14,"A",7
"263548",900948,19,"B",7
"263554",211962,67,"B",7
"263558",856171,22,"B",7
"263559",562554,20,"A",7
"263560",764314,23,"B",7
"263561",603815,21,"A",7
"263564",418351,22,"B",7
"263566",932928,18,"B",7
"263567",207999,19,"A",7
"263568",709908,1,"B",7
"263571",136170,33,"A",7
"263572",405588,2,"B",7
"263574",276624,14,"B",7
"263575",950094,19,"A",7
"263577",951373,4,"A",7
"263578",709732,14,"B",7
"263582",204240,16,"B",7
"263583",678088,36,"A",7
"263585",155687,8,"A",7
"263586",459758,30,"B",7
"263587",908596,10,"A",7
"263590",780358,43,"B",7
"263591",339573,45,"A",7
"263593",655541,21,"A",7
"263594",900551,67,"B",7
"263596",638044,7,"B",7
"263599",929297,11,"A",7
"263600",405975,30,"B",7
"263601",731083,6,"A",7
"263602",448096,29,"B",7
"263603",302199,30,"A",7
"263604",362738,7,"B",7
"263606",300643,5,"B",7
"263609",122532,54,"A",7
"263611",329631,1,"A",7
"263615",448015,13,"A",7
"263616",996382,38,"B",7
"263618",828519,10,"B",7
"263619",366906,28,"A",7
"263620",215524,23,"B",7
"263622",448944,7,"B",7
"263627",829227,46,"A",7
"263628",174877,28,"B",7
"263630",605524,27,"B",7
"263633",771497,43,"A",7
"263634",475326,21,"B",7
"263635",602867,2,"A",7
"263637",210845,10,"A",7
"263638",982115,7,"B",7
"263639",644005,22,"A",7
"263641",331388,5,"A",7
"263642",727157,5,"B",7
"263644",754027,50,"B",7
"263645",430078,4,"A",7
"263647",445505,27,"A",7
"263649",300699,16,"A",7
"263650",362295,21,"B",7
"263653",957404,14,"A",7
"263654",582835,12,"B",7
"263659",278976,19,"A",7
"263661",233306,7,"A",7
"263663",182834,26,"A",7
"263664",474296,29,"B",7
"263666",422101,39,"B",7
"263668",606853,31,"B",7
"263670",488780,26,"B",7
"263671",175810,3,"A",7
"263672",824635,49,"B",7
"263678",831337,4,"B",7
"263679",260369,14,"A",7
"263681",525351,18,"A",7
"263683",529268,5,"A",7
"263684",474367,46,"B",7
"263687",769125,33,"A",7
"263688",385927,2,"B",7
